flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU4123,TS-IOD,Enfidha,Rome,2026-07-06 06:11:00,2026-07-06 07:34:00,,,scheduled,C6,0,159
TU4124,TS-IMF,Monastir,Lyon,2026-07-06 06:42:00,2026-07-06 07:54:00,,,scheduled,C16,0,155
TU4125,TS-IOA,Sfax,Barcelona,2026-07-06 07:15:00,2026-07-06 09:47:00,,,scheduled,A19,0,109
TU4126,TS-IMB,Enfidha,Tripoli,2026-07-06 08:28:00,2026-07-06 10:45:00,,,scheduled,A11,0,106
TU4127,TS-IMB,Enfidha,Venice,2026-07-06 09:46:00,2026-07-06 11:57:00,,,scheduled,C19,0,139
TU4128,TS-IOE,Sfax,Madrid,2026-07-06 09:49:00,2026-07-06 12:07:00,,,scheduled,B3,0,152
TU4129,TS-IOA,Djerba,Zurich,2026-07-06 10:08:00,2026-07-06 11:36:00,,,scheduled,A23,0,146
TU4130,TS-IMD,Sfax,London,2026-07-06 13:33:00,2026-07-06 15:43:00,,,scheduled,D2,0,182
TU4131,TS-IOC,Enfidha,Zurich,2026-07-06 15:43:00,2026-07-06 16:55:00,,,scheduled,D6,0,57
TU4132,TS-IOB,Sfax,Venice,2026-07-06 19:51:00,2026-07-06 21:51:00,,,scheduled,D14,0,147
TU4133,TS-IMD,Sfax,London,2026-07-07 06:06:00,2026-07-07 08:42:00,,,scheduled,C17,0,108
TU4134,TS-IMB,Monastir,Cairo,2026-07-07 06:30:00,2026-07-07 09:57:00,,,scheduled,A17,0,161
TU4135,TS-IMD,Tunis,Algiers,2026-07-07 06:39:00,2026-07-07 08:30:00,,,scheduled,D22,0,146
TU4136,TS-IMB,Enfidha,Casablanca,2026-07-07 07:09:00,2026-07-07 09:56:00,,,scheduled,A8,0,93
TU4137,TS-IMB,Sfax,Venice,2026-07-07 09:18:00,2026-07-07 11:05:00,,,scheduled,B5,0,133
TU4138,TS-IMC,Enfidha,Geneva,2026-07-07 09:30:00,2026-07-07 11:23:00,,,scheduled,A18,0,102
TU4139,TS-IOD,Monastir,Dubai,2026-07-07 10:47:00,2026-07-07 14:18:00,,,scheduled,D16,0,92
TU4140,TS-IOD,Enfidha,Munich,2026-07-07 11:23:00,2026-07-07 13:52:00,,,scheduled,B5,0,58
TU4141,TS-IMB,Enfidha,Madrid,2026-07-07 13:07:00,2026-07-07 16:27:00,,,scheduled,D21,0,64
TU4142,TS-IMD,Monastir,Marseille,2026-07-07 15:51:00,2026-07-07 18:03:00,,,scheduled,A1,0,31
TU4143,TS-IMC,Enfidha,Istanbul,2026-07-07 21:03:00,2026-07-08 00:47:00,,,scheduled,A20,0,50
TU4144,TS-IOE,Djerba,Munich,2026-07-07 22:15:00,2026-07-08 01:07:00,,,scheduled,D22,0,66
TU4145,TS-IOC,Enfidha,Tripoli,2026-07-08 06:19:00,2026-07-08 08:34:00,,,scheduled,A20,0,172
TU4146,TS-IMD,Djerba,Lyon,2026-07-08 06:37:00,2026-07-08 09:07:00,,,scheduled,B1,0,63
TU4147,TS-IME,Enfidha,Casablanca,2026-07-08 07:30:00,2026-07-08 10:41:00,,,scheduled,A15,0,130
TU4148,TS-IMC,Tunis,Algiers,2026-07-08 12:19:00,2026-07-08 13:48:00,,,scheduled,C19,0,165
TU4149,TS-IOA,Sfax,Brussels,2026-07-08 12:36:00,2026-07-08 14:50:00,,,scheduled,C24,0,109
TU4150,TS-IME,Sfax,Madrid,2026-07-08 13:48:00,2026-07-08 16:14:00,,,scheduled,B8,0,160
TU4151,TS-IOB,Enfidha,Nice,2026-07-08 14:33:00,2026-07-08 16:00:00,,,scheduled,A3,0,62
TU4152,TS-IOC,Monastir,London,2026-07-08 18:06:00,2026-07-08 21:00:00,,,scheduled,D7,0,149
TU4153,TS-IOE,Sfax,Tripoli,2026-07-08 20:02:00,2026-07-08 22:16:00,,,scheduled,B16,0,124
TU4154,TS-IOA,Tunis,Tripoli,2026-07-08 20:05:00,2026-07-08 21:24:00,,,scheduled,B3,0,115
TU4155,TS-IMD,Djerba,Casablanca,2026-07-09 06:25:00,2026-07-09 09:17:00,,,scheduled,B16,0,67
TU4156,TS-IMF,Enfidha,Casablanca,2026-07-09 06:53:00,2026-07-09 10:07:00,,,scheduled,D17,0,148
TU4157,TS-IMF,Sfax,Barcelona,2026-07-09 09:09:00,2026-07-09 12:07:00,,,scheduled,C12,0,109
TU4158,TS-IOE,Tunis,London,2026-07-09 09:26:00,2026-07-09 12:17:00,,,scheduled,D15,0,129
TU4159,TS-IOC,Djerba,Frankfurt,2026-07-09 10:52:00,2026-07-09 12:59:00,,,scheduled,A2,0,145
TU4160,TS-IMC,Sfax,Dubai,2026-07-09 11:18:00,2026-07-09 16:06:00,,,scheduled,D23,0,136
TU4161,TS-IOA,Monastir,Lyon,2026-07-09 12:02:00,2026-07-09 13:10:00,,,scheduled,B7,0,118
TU4162,TS-IOC,Tunis,Zurich,2026-07-09 15:02:00,2026-07-09 16:15:00,,,scheduled,D16,0,70
TU4163,TS-IMC,Enfidha,London,2026-07-09 17:23:00,2026-07-09 19:51:00,,,scheduled,A14,0,69
TU4164,TS-IOC,Monastir,Brussels,2026-07-09 17:57:00,2026-07-09 20:09:00,,,scheduled,C9,0,124
TU4165,TS-IMB,Djerba,Amsterdam,2026-07-09 19:23:00,2026-07-09 22:22:00,,,scheduled,B24,0,182
TU4166,TS-IMF,Sfax,Tripoli,2026-07-09 19:55:00,2026-07-09 21:54:00,,,scheduled,C21,0,151
TU4167,TS-IMB,Tunis,Marseille,2026-07-09 22:18:00,2026-07-10 00:39:00,,,scheduled,C22,0,136
TU4168,TS-IOE,Enfidha,Zurich,2026-07-10 08:05:00,2026-07-10 09:35:00,,,scheduled,B7,0,126
TU4169,TS-IOB,Enfidha,Rome,2026-07-10 08:49:00,2026-07-10 10:44:00,,,scheduled,D18,0,115
TU4170,TS-IMD,Sfax,Lyon,2026-07-10 09:40:00,2026-07-10 11:47:00,,,scheduled,B6,0,80
TU4171,TS-IOA,Djerba,London,2026-07-10 10:17:00,2026-07-10 12:44:00,,,scheduled,D22,0,54
TU4172,TS-IOA,Enfidha,Nice,2026-07-10 12:47:00,2026-07-10 13:54:00,,,scheduled,B10,0,89
TU4173,TS-IOA,Monastir,Algiers,2026-07-10 12:56:00,2026-07-10 15:07:00,,,scheduled,C22,0,56
TU4174,TS-IOA,Enfidha,Tripoli,2026-07-10 16:01:00,2026-07-10 18:22:00,,,scheduled,B10,0,125
TU4175,TS-IOE,Sfax,Venice,2026-07-10 16:22:00,2026-07-10 18:29:00,,,scheduled,C23,0,111
TU4176,TS-IOA,Monastir,Marseille,2026-07-10 17:18:00,2026-07-10 19:11:00,,,scheduled,B21,0,73
TU4177,TS-IOD,Enfidha,Frankfurt,2026-07-10 17:57:00,2026-07-10 21:16:00,,,scheduled,A17,0,139
TU4178,TS-IMC,Sfax,Geneva,2026-07-10 18:40:00,2026-07-10 20:10:00,,,scheduled,C8,0,102
TU4179,TS-IOA,Sfax,Milan,2026-07-10 18:43:00,2026-07-10 19:52:00,,,scheduled,D24,0,171
TU4180,TS-IMF,Enfidha,Abu Dhabi,2026-07-10 20:07:00,2026-07-10 23:45:00,,,scheduled,D14,0,92
TU4181,TS-IOD,Djerba,Algiers,2026-07-10 20:55:00,2026-07-10 22:42:00,,,scheduled,A12,0,68
TU4182,TS-IMD,Sfax,London,2026-07-10 22:52:00,2026-07-11 02:10:00,,,scheduled,B22,0,69
TU4183,TS-IMB,Tunis,Casablanca,2026-07-11 07:13:00,2026-07-11 09:49:00,,,scheduled,D16,0,20
TU4184,TS-IMB,Tunis,Marseille,2026-07-11 07:21:00,2026-07-11 08:48:00,,,scheduled,B7,0,53
TU4185,TS-IMD,Djerba,Madrid,2026-07-11 07:42:00,2026-07-11 09:46:00,,,scheduled,D4,0,139
TU4186,TS-IOB,Enfidha,Casablanca,2026-07-11 08:50:00,2026-07-11 11:33:00,,,scheduled,D4,0,111
TU4187,TS-IMD,Sfax,Venice,2026-07-11 09:21:00,2026-07-11 11:36:00,,,scheduled,A12,0,121
TU4188,TS-IMB,Tunis,Rome,2026-07-11 09:25:00,2026-07-11 11:34:00,,,scheduled,A23,0,87
TU4189,TS-IOE,Enfidha,Marseille,2026-07-11 11:45:00,2026-07-11 12:47:00,,,scheduled,B16,0,63
TU4190,TS-IMB,Monastir,Zurich,2026-07-11 11:59:00,2026-07-11 14:21:00,,,scheduled,C9,0,175
TU4191,TS-IOE,Enfidha,Algiers,2026-07-11 12:14:00,2026-07-11 14:39:00,,,scheduled,D13,0,79
TU4192,TS-IMD,Enfidha,Madrid,2026-07-11 15:40:00,2026-07-11 18:08:00,,,scheduled,A16,0,105
TU4193,TS-IMB,Djerba,Algiers,2026-07-11 16:30:00,2026-07-11 17:51:00,,,scheduled,B16,0,134
TU4194,TS-IMC,Sfax,Paris,2026-07-11 17:58:00,2026-07-11 19:36:00,,,scheduled,B11,0,80
TU4195,TS-IMC,Sfax,Lyon,2026-07-11 18:15:00,2026-07-11 19:32:00,,,scheduled,C1,0,86
TU4196,TS-IMF,Monastir,Istanbul,2026-07-11 19:29:00,2026-07-11 22:45:00,,,scheduled,C15,0,120
TU4197,TS-IMF,Djerba,Marseille,2026-07-11 19:53:00,2026-07-11 21:05:00,,,scheduled,C4,0,76
TU4198,TS-IOD,Monastir,Algiers,2026-07-11 20:22:00,2026-07-11 21:37:00,,,scheduled,C20,0,124
TU4199,TS-IOE,Djerba,Brussels,2026-07-11 21:42:00,2026-07-11 23:15:00,,,scheduled,B2,0,156
TU4200,TS-IME,Monastir,Venice,2026-07-12 07:42:00,2026-07-12 09:08:00,,,scheduled,A13,0,147
TU4201,TS-IOE,Djerba,Frankfurt,2026-07-12 08:54:00,2026-07-12 11:58:00,,,scheduled,A7,0,111
TU4202,TS-IOC,Monastir,Istanbul,2026-07-12 11:32:00,2026-07-12 14:59:00,,,scheduled,A24,0,108
TU4203,TS-IME,Djerba,London,2026-07-12 14:28:00,2026-07-12 17:51:00,,,scheduled,C24,0,108
TU4204,TS-IOD,Djerba,Algiers,2026-07-12 14:40:00,2026-07-12 16:11:00,,,scheduled,B23,0,129
TU4205,TS-IOD,Djerba,Rome,2026-07-12 16:42:00,2026-07-12 18:37:00,,,scheduled,D8,0,58
TU4206,TS-IOC,Enfidha,Zurich,2026-07-12 18:30:00,2026-07-12 20:26:00,,,scheduled,A11,0,130
TU4207,TS-IMD,Djerba,Abu Dhabi,2026-07-12 19:02:00,2026-07-12 22:20:00,,,scheduled,B6,0,91
TU4208,TS-IOA,Enfidha,Doha,2026-07-12 21:39:00,2026-07-13 02:03:00,,,scheduled,D12,0,140
TU4209,TS-IOB,Tunis,Frankfurt,2026-07-12 21:41:00,2026-07-13 00:19:00,,,scheduled,C7,0,118
TU4210,TS-IMF,Enfidha,Barcelona,2026-07-12 22:20:00,2026-07-13 01:00:00,,,scheduled,C21,0,120
TU4211,TS-IMF,Sfax,Frankfurt,2026-07-13 06:39:00,2026-07-13 09:23:00,,,scheduled,A21,0,100
TU4212,TS-IMB,Enfidha,Lyon,2026-07-13 07:47:00,2026-07-13 09:56:00,,,scheduled,A22,0,43
TU4213,TS-IOC,Monastir,Venice,2026-07-13 08:39:00,2026-07-13 10:09:00,,,scheduled,A7,0,73
TU4214,TS-IOD,Enfidha,Doha,2026-07-13 11:53:00,2026-07-13 15:56:00,,,scheduled,A13,0,121
TU4215,TS-IOD,Sfax,Istanbul,2026-07-13 14:01:00,2026-07-13 18:25:00,,,scheduled,C8,0,128
TU4216,TS-IOA,Sfax,Munich,2026-07-13 14:20:00,2026-07-13 17:32:00,,,scheduled,B13,0,170
TU4217,TS-IOB,Sfax,Dubai,2026-07-13 14:44:00,2026-07-13 18:04:00,,,scheduled,B2,0,78
TU4218,TS-IOA,Sfax,Milan,2026-07-13 16:00:00,2026-07-13 17:19:00,,,scheduled,D8,0,66
TU4219,TS-IOE,Enfidha,Frankfurt,2026-07-13 16:40:00,2026-07-13 18:42:00,,,scheduled,C10,0,169
TU4220,TS-IOE,Monastir,Paris,2026-07-13 21:16:00,2026-07-13 22:49:00,,,scheduled,A19,0,97
TU4221,TS-IMB,Sfax,Rome,2026-07-13 21:45:00,2026-07-13 23:55:00,,,scheduled,B15,0,59
TU4222,TS-IMD,Tunis,Rome,2026-07-13 22:44:00,2026-07-14 00:05:00,,,scheduled,D13,0,152
TU4223,TS-IOB,Sfax,Casablanca,2026-07-14 06:44:00,2026-07-14 10:00:00,,,scheduled,A14,0,139
TU4224,TS-IOB,Tunis,Milan,2026-07-14 07:11:00,2026-07-14 09:36:00,,,scheduled,D11,0,125
TU4225,TS-IMB,Monastir,Dubai,2026-07-14 07:17:00,2026-07-14 10:52:00,,,scheduled,D8,0,76
TU4226,TS-IME,Monastir,Algiers,2026-07-14 08:50:00,2026-07-14 09:55:00,,,scheduled,B18,0,137
TU4227,TS-IOE,Sfax,Casablanca,2026-07-14 10:40:00,2026-07-14 13:24:00,,,scheduled,B11,0,147
TU4228,TS-IMC,Enfidha,Munich,2026-07-14 11:52:00,2026-07-14 14:18:00,,,scheduled,A22,0,125
TU4229,TS-IMB,Tunis,Abu Dhabi,2026-07-14 15:17:00,2026-07-14 19:07:00,,,scheduled,C8,0,90
TU4230,TS-IOA,Djerba,Nice,2026-07-14 17:00:00,2026-07-14 18:16:00,,,scheduled,A23,0,115
TU4231,TS-IOB,Enfidha,Lyon,2026-07-14 17:53:00,2026-07-14 19:26:00,,,scheduled,C14,0,50
TU4232,TS-IOA,Djerba,Rome,2026-07-14 21:26:00,2026-07-14 23:50:00,,,scheduled,A22,0,71
TU4233,TS-IOC,Djerba,Brussels,2026-07-15 06:41:00,2026-07-15 08:00:00,,,scheduled,A9,0,120
TU4234,TS-IOB,Monastir,Casablanca,2026-07-15 07:56:00,2026-07-15 11:01:00,,,scheduled,D7,0,132
TU4235,TS-IMC,Monastir,Madrid,2026-07-15 10:01:00,2026-07-15 12:31:00,,,scheduled,B11,0,108
TU4236,TS-IOD,Enfidha,London,2026-07-15 11:45:00,2026-07-15 14:06:00,,,scheduled,D11,0,138
TU4237,TS-IOC,Sfax,Marseille,2026-07-15 12:25:00,2026-07-15 13:54:00,,,scheduled,C14,0,174
TU4238,TS-IOC,Djerba,Nice,2026-07-15 12:55:00,2026-07-15 14:11:00,,,scheduled,B13,0,31
TU4239,TS-IMD,Enfidha,Milan,2026-07-15 13:29:00,2026-07-15 14:41:00,,,scheduled,B13,0,91
TU4240,TS-IOD,Enfidha,Marseille,2026-07-15 13:44:00,2026-07-15 14:57:00,,,scheduled,C9,0,135
TU4241,TS-IOB,Tunis,Tripoli,2026-07-15 17:06:00,2026-07-15 19:33:00,,,scheduled,D24,0,103
TU4242,TS-IMC,Sfax,Dubai,2026-07-15 21:07:00,2026-07-16 01:28:00,,,scheduled,A24,0,140
TU4243,TS-IME,Enfidha,Lyon,2026-07-16 09:23:00,2026-07-16 11:48:00,,,scheduled,B4,0,126
TU4244,TS-IMB,Enfidha,Madrid,2026-07-16 09:48:00,2026-07-16 12:57:00,,,scheduled,B9,0,146
TU4245,TS-IMB,Enfidha,Barcelona,2026-07-16 09:49:00,2026-07-16 12:05:00,,,scheduled,A24,0,152
TU4246,TS-IMC,Enfidha,Abu Dhabi,2026-07-16 10:33:00,2026-07-16 15:31:00,,,scheduled,A24,0,85
TU4247,TS-IOC,Sfax,Algiers,2026-07-16 14:41:00,2026-07-16 16:59:00,,,scheduled,A21,0,113
TU4248,TS-IMF,Monastir,Paris,2026-07-16 14:45:00,2026-07-16 16:33:00,,,scheduled,C12,0,49
TU4249,TS-IMF,Sfax,Geneva,2026-07-16 15:16:00,2026-07-16 17:45:00,,,scheduled,B18,0,134
TU4250,TS-IMB,Tunis,Marseille,2026-07-16 15:55:00,2026-07-16 18:14:00,,,scheduled,C7,0,136
TU4251,TS-IOC,Monastir,Paris,2026-07-16 16:30:00,2026-07-16 18:28:00,,,scheduled,B22,0,148
TU4252,TS-IOB,Sfax,Barcelona,2026-07-16 18:17:00,2026-07-16 20:56:00,,,scheduled,A10,0,141
TU4253,TS-IMF,Sfax,Lyon,2026-07-16 19:10:00,2026-07-16 20:15:00,,,scheduled,C20,0,162
TU4254,TS-IMF,Enfidha,Tripoli,2026-07-16 19:51:00,2026-07-16 22:12:00,,,scheduled,A14,0,79
TU4255,TS-IOB,Monastir,Amsterdam,2026-07-17 06:24:00,2026-07-17 09:20:00,,,scheduled,D7,0,159
TU4256,TS-IOD,Enfidha,Frankfurt,2026-07-17 09:08:00,2026-07-17 11:21:00,,,scheduled,C12,0,121
TU4257,TS-IMD,Sfax,Nice,2026-07-17 09:17:00,2026-07-17 11:20:00,,,scheduled,B9,0,73
TU4258,TS-IMB,Djerba,Dubai,2026-07-17 09:46:00,2026-07-17 13:34:00,,,scheduled,A14,0,108
TU4259,TS-IOC,Enfidha,Munich,2026-07-17 11:41:00,2026-07-17 13:59:00,,,scheduled,A9,0,99
TU4260,TS-IME,Enfidha,Venice,2026-07-17 12:54:00,2026-07-17 15:05:00,,,scheduled,C18,0,39
TU4261,TS-IMD,Sfax,Milan,2026-07-17 13:14:00,2026-07-17 14:58:00,,,scheduled,D17,0,117
TU4262,TS-IOA,Tunis,Cairo,2026-07-17 15:13:00,2026-07-17 19:56:00,,,scheduled,C8,0,42
TU4263,TS-IMB,Enfidha,London,2026-07-17 16:34:00,2026-07-17 19:58:00,,,scheduled,A22,0,156
TU4264,TS-IMC,Monastir,Brussels,2026-07-17 19:14:00,2026-07-17 20:25:00,,,scheduled,C10,0,155
TU4265,TS-IMB,Monastir,Rome,2026-07-17 19:31:00,2026-07-17 20:51:00,,,scheduled,B18,0,110
TU4266,TS-IOB,Enfidha,Geneva,2026-07-17 20:14:00,2026-07-17 21:50:00,,,scheduled,B7,0,62
TU4267,TS-IME,Monastir,Amsterdam,2026-07-17 20:15:00,2026-07-17 22:19:00,,,scheduled,C12,0,163
TU4268,TS-IMF,Djerba,Venice,2026-07-17 21:01:00,2026-07-17 23:25:00,,,scheduled,B17,0,78
TU4269,TS-IOC,Tunis,Brussels,2026-07-17 22:39:00,2026-07-18 00:15:00,,,scheduled,D15,0,112
TU4270,TS-IOD,Enfidha,Geneva,2026-07-18 06:48:00,2026-07-18 08:19:00,,,scheduled,C23,0,104
TU4271,TS-IOD,Monastir,Milan,2026-07-18 07:12:00,2026-07-18 08:49:00,,,scheduled,B23,0,64
TU4272,TS-IMC,Sfax,Abu Dhabi,2026-07-18 07:42:00,2026-07-18 10:51:00,,,scheduled,B7,0,80
TU4273,TS-IMC,Monastir,Tripoli,2026-07-18 09:35:00,2026-07-18 11:46:00,,,scheduled,A11,0,138
TU4274,TS-IOE,Enfidha,Doha,2026-07-18 09:41:00,2026-07-18 13:21:00,,,scheduled,B4,0,155
TU4275,TS-IOC,Tunis,Tripoli,2026-07-18 09:55:00,2026-07-18 11:44:00,,,scheduled,B12,0,62
TU4276,TS-IOB,Djerba,Algiers,2026-07-18 11:18:00,2026-07-18 12:27:00,,,scheduled,B15,0,53
TU4277,TS-IOB,Monastir,Algiers,2026-07-18 14:12:00,2026-07-18 15:30:00,,,scheduled,B1,0,130
TU4278,TS-IOD,Enfidha,Venice,2026-07-18 17:22:00,2026-07-18 19:17:00,,,scheduled,A2,0,122
TU4279,TS-IOC,Enfidha,Casablanca,2026-07-18 17:54:00,2026-07-18 20:46:00,,,scheduled,B20,0,166
TU4280,TS-IOA,Enfidha,London,2026-07-18 18:25:00,2026-07-18 20:52:00,,,scheduled,D15,0,30
TU4281,TS-IOE,Enfidha,Frankfurt,2026-07-18 19:16:00,2026-07-18 22:09:00,,,scheduled,A7,0,120
TU4282,TS-IMB,Monastir,Madrid,2026-07-18 20:33:00,2026-07-18 23:31:00,,,scheduled,D16,0,147
TU4283,TS-IOA,Tunis,Abu Dhabi,2026-07-18 21:13:00,2026-07-19 02:09:00,,,scheduled,B9,0,71
TU4284,TS-IOA,Djerba,Venice,2026-07-19 10:17:00,2026-07-19 11:21:00,,,scheduled,C22,0,113
TU4285,TS-IOB,Tunis,Madrid,2026-07-19 10:27:00,2026-07-19 13:06:00,,,scheduled,A22,0,101
TU4286,TS-IOC,Djerba,Geneva,2026-07-19 10:33:00,2026-07-19 12:56:00,,,scheduled,D15,0,115
TU4287,TS-IOE,Enfidha,Algiers,2026-07-19 11:14:00,2026-07-19 12:39:00,,,scheduled,B11,0,171
TU4288,TS-IMB,Tunis,Doha,2026-07-19 15:22:00,2026-07-19 18:37:00,,,scheduled,B23,0,27
TU4289,TS-IOB,Djerba,Doha,2026-07-19 16:13:00,2026-07-19 20:56:00,,,scheduled,C5,0,47
TU4290,TS-IMF,Sfax,Rome,2026-07-19 16:28:00,2026-07-19 18:48:00,,,scheduled,B6,0,124
TU4291,TS-IMF,Tunis,London,2026-07-19 17:52:00,2026-07-19 19:52:00,,,scheduled,D8,0,99
TU4292,TS-IOD,Sfax,Lyon,2026-07-19 18:34:00,2026-07-19 20:14:00,,,scheduled,A7,0,102
TU4293,TS-IMB,Tunis,Geneva,2026-07-19 19:47:00,2026-07-19 21:28:00,,,scheduled,A22,0,45
TU4294,TS-IOC,Enfidha,Brussels,2026-07-19 21:36:00,2026-07-19 23:03:00,,,scheduled,C4,0,173
TU4295,TS-IOC,Enfidha,Cairo,2026-07-19 22:33:00,2026-07-20 03:22:00,,,scheduled,A8,0,147
TU4296,TS-IMC,Tunis,Frankfurt,2026-07-20 08:22:00,2026-07-20 10:27:00,,,scheduled,A13,0,93
TU4297,TS-IMD,Sfax,Madrid,2026-07-20 08:43:00,2026-07-20 11:42:00,,,scheduled,D18,0,66
TU4298,TS-IMF,Djerba,Paris,2026-07-20 10:41:00,2026-07-20 12:19:00,,,scheduled,C13,0,43
TU4299,TS-IME,Tunis,Cairo,2026-07-20 12:40:00,2026-07-20 16:02:00,,,scheduled,C20,0,175
TU4300,TS-IOA,Sfax,Barcelona,2026-07-20 15:35:00,2026-07-20 18:55:00,,,scheduled,C14,0,132
TU4301,TS-IMF,Djerba,Madrid,2026-07-20 15:54:00,2026-07-20 18:49:00,,,scheduled,C14,0,162
TU4302,TS-IOC,Djerba,Lyon,2026-07-20 16:18:00,2026-07-20 17:53:00,,,scheduled,B23,0,68
TU4303,TS-IOE,Monastir,Nice,2026-07-20 17:14:00,2026-07-20 18:42:00,,,scheduled,D19,0,102
TU4304,TS-IOD,Tunis,Zurich,2026-07-20 17:30:00,2026-07-20 19:44:00,,,scheduled,A21,0,114
TU4305,TS-IOE,Sfax,Venice,2026-07-20 18:59:00,2026-07-20 20:00:00,,,scheduled,D24,0,94
TU4306,TS-IMC,Tunis,Casablanca,2026-07-20 21:40:00,2026-07-21 01:08:00,,,scheduled,A8,0,83
TU4307,TS-IOC,Djerba,Abu Dhabi,2026-07-21 05:44:00,2026-07-21 10:30:00,,,scheduled,D21,0,24
TU4308,TS-IOC,Sfax,Madrid,2026-07-21 08:42:00,2026-07-21 10:47:00,,,scheduled,A18,0,73
TU4309,TS-IOD,Enfidha,Cairo,2026-07-21 09:47:00,2026-07-21 14:01:00,,,scheduled,B15,0,26
TU4310,TS-IMB,Sfax,Frankfurt,2026-07-21 11:22:00,2026-07-21 13:45:00,,,scheduled,B10,0,121
TU4311,TS-IMC,Sfax,Marseille,2026-07-21 12:36:00,2026-07-21 14:37:00,,,scheduled,C18,0,123
TU4312,TS-IOA,Djerba,Cairo,2026-07-21 13:38:00,2026-07-21 17:25:00,,,scheduled,D22,0,121
TU4313,TS-IOE,Monastir,Amsterdam,2026-07-21 14:56:00,2026-07-21 17:20:00,,,scheduled,B17,0,77
TU4314,TS-IOA,Tunis,Munich,2026-07-21 18:05:00,2026-07-21 20:51:00,,,scheduled,D4,0,145
TU4315,TS-IOA,Sfax,Milan,2026-07-21 18:23:00,2026-07-21 19:39:00,,,scheduled,B3,0,68
TU4316,TS-IOE,Monastir,Paris,2026-07-21 18:49:00,2026-07-21 20:59:00,,,scheduled,D12,0,85
TU4317,TS-IMC,Tunis,Amsterdam,2026-07-21 19:03:00,2026-07-21 22:15:00,,,scheduled,A12,0,56
TU4318,TS-IMD,Monastir,Zurich,2026-07-21 19:16:00,2026-07-21 21:02:00,,,scheduled,B9,0,36
TU4319,TS-IOC,Sfax,Casablanca,2026-07-21 20:41:00,2026-07-21 23:55:00,,,scheduled,A3,0,105
TU4320,TS-IMB,Tunis,Brussels,2026-07-21 21:27:00,2026-07-21 22:45:00,,,scheduled,B24,0,179
TU4321,TS-IOC,Sfax,Munich,2026-07-22 07:18:00,2026-07-22 10:12:00,,,scheduled,B15,0,103
TU4322,TS-IMC,Tunis,Madrid,2026-07-22 07:48:00,2026-07-22 10:42:00,,,scheduled,C14,0,145
TU4323,TS-IMD,Enfidha,Zurich,2026-07-22 08:12:00,2026-07-22 09:36:00,,,scheduled,B22,0,169
TU4324,TS-IOD,Sfax,Dubai,2026-07-22 09:25:00,2026-07-22 13:45:00,,,scheduled,A17,0,114
TU4325,TS-IOD,Tunis,Algiers,2026-07-22 10:06:00,2026-07-22 11:22:00,,,scheduled,D3,0,99
TU4326,TS-IMF,Djerba,Amsterdam,2026-07-22 13:50:00,2026-07-22 16:03:00,,,scheduled,A24,0,152
TU4327,TS-IMC,Monastir,Brussels,2026-07-22 13:51:00,2026-07-22 15:23:00,,,scheduled,C24,0,160
TU4328,TS-IOE,Djerba,Marseille,2026-07-22 14:57:00,2026-07-22 16:38:00,,,scheduled,D12,0,136
TU4329,TS-IMC,Djerba,Madrid,2026-07-22 15:10:00,2026-07-22 18:04:00,,,scheduled,B18,0,156
TU4330,TS-IME,Enfidha,Istanbul,2026-07-22 19:09:00,2026-07-23 00:02:00,,,scheduled,B13,0,90
TU4331,TS-IME,Tunis,Paris,2026-07-22 19:10:00,2026-07-22 21:02:00,,,scheduled,B18,0,158
TU4332,TS-IMF,Djerba,Madrid,2026-07-22 19:31:00,2026-07-22 21:56:00,,,scheduled,B9,0,136
TU4333,TS-IMB,Monastir,Munich,2026-07-22 19:46:00,2026-07-22 22:13:00,,,scheduled,C6,0,99
TU4334,TS-IOE,Enfidha,Milan,2026-07-22 22:47:00,2026-07-23 00:32:00,,,scheduled,D7,0,149
TU4335,TS-IMC,Sfax,Munich,2026-07-23 06:01:00,2026-07-23 08:39:00,,,scheduled,C19,0,133
TU4336,TS-IMF,Monastir,Madrid,2026-07-23 06:56:00,2026-07-23 09:45:00,,,scheduled,D21,0,92
TU4337,TS-IMF,Sfax,Rome,2026-07-23 07:22:00,2026-07-23 09:19:00,,,scheduled,D23,0,179
TU4338,TS-IMC,Djerba,Zurich,2026-07-23 07:50:00,2026-07-23 09:53:00,,,scheduled,C24,0,52
TU4339,TS-IOA,Monastir,Frankfurt,2026-07-23 08:17:00,2026-07-23 11:15:00,,,scheduled,A5,0,135
TU4340,TS-IOD,Djerba,Rome,2026-07-23 10:54:00,2026-07-23 12:49:00,,,scheduled,B17,0,141
TU4341,TS-IOC,Sfax,Barcelona,2026-07-23 15:00:00,2026-07-23 17:32:00,,,scheduled,C12,0,133
TU4342,TS-IOB,Enfidha,London,2026-07-23 15:34:00,2026-07-23 18:42:00,,,scheduled,B16,0,121
TU4343,TS-IMB,Tunis,Abu Dhabi,2026-07-23 17:40:00,2026-07-23 20:55:00,,,scheduled,D18,0,116
TU4344,TS-IOB,Tunis,Istanbul,2026-07-23 18:21:00,2026-07-23 22:43:00,,,scheduled,A1,0,103
TU4345,TS-IOE,Tunis,Lyon,2026-07-23 20:05:00,2026-07-23 21:16:00,,,scheduled,C21,0,97
