flight_number,employee_id,role,position
TU1345,TU-FA007,flight_attendant,Position 2
TU1345,TU-FA008,flight_attendant,Position 3
TU1345,TU-FA009,flight_attendant,Position 4
TU1346,TU-P003,captain,Left Seat
TU1346,TU-FO002,first_officer,Right Seat
TU1346,TU-CC001,cabin_chief,Position 1
TU1346,TU-FA011,flight_attendant,Position 2
TU1346,TU-FA012,flight_attendant,Position 3
TU1347,TU-P004,captain,Left Seat
TU1347,TU-FO003,first_officer,Right Seat
TU1347,TU-CC002,cabin_chief,Position 1
TU1347,TU-FA001,flight_attendant,Position 2
TU1347,TU-FA002,flight_attendant,Position 3
TU1347,TU-FA003,flight_attendant,Position 4
TU1348,TU-P001,captain,Left Seat
TU1348,TU-FO004,first_officer,Right Seat
TU1348,TU-CC003,cabin_chief,Position 1
TU1348,TU-FA004,flight_attendant,Position 2
TU1348,TU-FA005,flight_attendant,Position 3
TU1348,TU-FA007,flight_attendant,Position 4
TU1349,TU-P002,captain,Left Seat
TU1349,TU-FO005,first_officer,Right Seat
TU1349,TU-CC001,cabin_chief,Position 1
TU1349,TU-FA008,flight_attendant,Position 2
TU1349,TU-FA009,flight_attendant,Position 3
TU1350,TU-P003,captain,Left Seat
TU1350,TU-FO001,first_officer,Right Seat
TU1350,TU-CC002,cabin_chief,Position 1
TU1350,TU-FA012,flight_attendant,Position 2
TU1350,TU-FA013,flight_attendant,Position 3
TU1350,TU-FA001,flight_attendant,Position 4
TU1351,TU-P004,captain,Left Seat
TU1351,TU-FO002,first_officer,Right Seat
TU1351,TU-CC003,cabin_chief,Position 1
TU1351,TU-FA002,flight_attendant,Position 2
TU1351,TU-FA003,flight_attendant,Position 3
TU1351,TU-FA004,flight_attendant,Position 4
TU1352,TU-P001,captain,Left Seat
TU1352,TU-FO003,first_officer,Right Seat
TU1352,TU-CC001,cabin_chief,Position 1
TU1352,TU-FA005,flight_attendant,Position 2
TU1352,TU-FA007,flight_attendant,Position 3
TU1353,TU-P002,captain,Left Seat
TU1353,TU-FO004,first_officer,Right Seat
TU1353,TU-CC002,cabin_chief,Position 1
TU1353,TU-FA009,flight_attendant,Position 2
TU1353,TU-FA011,flight_attendant,Position 3
TU1353,TU-FA012,flight_attendant,Position 4
TU1354,TU-P003,captain,Left Seat
TU1354,TU-FO005,first_officer,Right Seat
TU1354,TU-CC003,cabin_chief,Position 1
TU1354,TU-FA013,flight_attendant,Position 2
TU1354,TU-FA001,flight_attendant,Position 3
TU1354,TU-FA002,flight_attendant,Position 4
TU1355,TU-P004,captain,Left Seat
TU1355,TU-FO001,first_officer,Right Seat
TU1355,TU-CC001,cabin_chief,Position 1
TU1355,TU-FA003,flight_attendant,Position 2
TU1355,TU-FA004,flight_attendant,Position 3
TU1356,TU-P001,captain,Left Seat
TU1356,TU-FO002,first_officer,Right Seat
TU1356,TU-CC002,cabin_chief,Position 1
TU1356,TU-FA007,flight_attendant,Position 2
TU1356,TU-FA008,flight_attendant,Position 3
TU1356,TU-FA009,flight_attendant,Position 4
TU1357,TU-P002,captain,Left Seat
TU1357,TU-FO003,first_officer,Right Seat
TU1357,TU-CC003,cabin_chief,Position 1
TU1357,TU-FA011,flight_attendant,Position 2
TU1357,TU-FA012,flight_attendant,Position 3
TU1357,TU-FA013,flight_attendant,Position 4
TU1358,TU-P003,captain,Left Seat
TU1358,TU-FO004,first_officer,Right Seat
TU1358,TU-CC001,cabin_chief,Position 1
TU1358,TU-FA001,flight_attendant,Position 2
TU1358,TU-FA002,flight_attendant,Position 3
TU1359,TU-P004,captain,Left Seat
TU1359,TU-FO005,first_officer,Right Seat
TU1359,TU-CC002,cabin_chief,Position 1
TU1359,TU-FA004,flight_attendant,Position 2
TU1359,TU-FA005,flight_attendant,Position 3
TU1359,TU-FA007,flight_attendant,Position 4
TU1360,TU-P001,captain,Left Seat
TU1360,TU-FO001,first_officer,Right Seat
TU1360,TU-CC003,cabin_chief,Position 1
TU1360,TU-FA008,flight_attendant,Position 2
TU1360,TU-FA009,flight_attendant,Position 3
TU1360,TU-FA011,flight_attendant,Position 4
TU1361,TU-P002,captain,Left Seat
TU1361,TU-FO002,first_officer,Right Seat
TU1361,TU-CC001,cabin_chief,Position 1
TU1361,TU-FA012,flight_attendant,Position 2
TU1361,TU-FA013,flight_attendant,Position 3
TU1362,TU-P003,captain,Left Seat
TU1362,TU-FO003,first_officer,Right Seat
TU1362,TU-CC002,cabin_chief,Position 1
TU1362,TU-FA002,flight_attendant,Position 2
TU1362,TU-FA003,flight_attendant,Position 3
TU1362,TU-FA004,flight_attendant,Position 4
TU1363,TU-P004,captain,Left Seat
TU1363,TU-FO004,first_officer,Right Seat
TU1363,TU-CC003,cabin_chief,Position 1
TU1363,TU-FA005,flight_attendant,Position 2
TU1363,TU-FA007,flight_attendant,Position 3
TU1363,TU-FA008,flight_attendant,Position 4
TU1364,TU-P001,captain,Left Seat
TU1364,TU-FO005,first_officer,Right Seat
TU1364,TU-CC001,cabin_chief,Position 1
TU1364,TU-FA009,flight_attendant,Position 2
TU1364,TU-FA011,flight_attendant,Position 3
TU1365,TU-P002,captain,Left Seat
TU1365,TU-FO001,first_officer,Right Seat
TU1365,TU-CC002,cabin_chief,Position 1
TU1365,TU-FA013,flight_attendant,Position 2
TU1365,TU-FA001,flight_attendant,Position 3
TU1365,TU-FA002,flight_attendant,Position 4
TU1366,TU-P003,captain,Left Seat
TU1366,TU-FO002,first_officer,Right Seat
TU1366,TU-CC003,cabin_chief,Position 1
TU1366,TU-FA003,flight_attendant,Position 2
TU1366,TU-FA004,flight_attendant,Position 3
TU1366,TU-FA005,flight_attendant,Position 4
TU1367,TU-P004,captain,Left Seat
TU1367,TU-FO003,first_officer,Right Seat
TU1367,TU-CC001,cabin_chief,Position 1
TU1367,TU-FA007,flight_attendant,Position 2
TU1367,TU-FA008,flight_attendant,Position 3
TU1368,TU-P001,captain,Left Seat
TU1368,TU-FO004,first_officer,Right Seat
TU1368,TU-CC002,cabin_chief,Position 1
TU1368,TU-FA011,flight_attendant,Position 2
TU1368,TU-FA012,flight_attendant,Position 3
TU1368,TU-FA013,flight_attendant,Position 4
TU1369,TU-P002,captain,Left Seat
TU1369,TU-FO005,first_officer,Right Seat
TU1369,TU-CC003,cabin_chief,Position 1
TU1369,TU-FA001,flight_attendant,Position 2
TU1369,TU-FA002,flight_attendant,Position 3
TU1369,TU-FA003,flight_attendant,Position 4
TU1370,TU-P003,captain,Left Seat
TU1370,TU-FO001,first_officer,Right Seat
TU1370,TU-CC001,cabin_chief,Position 1
TU1370,TU-FA004,flight_attendant,Position 2
TU1370,TU-FA005,flight_attendant,Position 3
TU1371,TU-P004,captain,Left Seat
TU1371,TU-FO002,first_officer,Right Seat
TU1371,TU-CC002,cabin_chief,Position 1
TU1371,TU-FA008,flight_attendant,Position 2
TU1371,TU-FA009,flight_attendant,Position 3
TU1371,TU-FA011,flight_attendant,Position 4
TU1372,TU-P001,captain,Left Seat
TU1372,TU-FO003,first_officer,Right Seat
TU1372,TU-CC003,cabin_chief,Position 1
TU1372,TU-FA012,flight_attendant,Position 2
TU1372,TU-FA013,flight_attendant,Position 3
TU1372,TU-FA001,flight_attendant,Position 4
TU1373,TU-P002,captain,Left Seat
TU1373,TU-FO004,first_officer,Right Seat
TU1373,TU-CC001,cabin_chief,Position 1
TU1373,TU-FA002,flight_attendant,Position 2
TU1373,TU-FA003,flight_attendant,Position 3
TU1374,TU-P003,captain,Left Seat
TU1374,TU-FO005,first_officer,Right Seat
TU1374,TU-CC002,cabin_chief,Position 1
TU1374,TU-FA005,flight_attendant,Position 2
TU1374,TU-FA007,flight_attendant,Position 3
TU1374,TU-FA008,flight_attendant,Position 4
TU1375,TU-P004,captain,Left Seat
TU1375,TU-FO001,first_officer,Right Seat
TU1375,TU-CC003,cabin_chief,Position 1
TU1375,TU-FA009,flight_attendant,Position 2
TU1375,TU-FA011,flight_attendant,Position 3
TU1375,TU-FA012,flight_attendant,Position 4
TU1376,TU-P001,captain,Left Seat
TU1376,TU-FO002,first_officer,Right Seat
TU1376,TU-CC001,cabin_chief,Position 1
TU1376,TU-FA013,flight_attendant,Position 2
TU1376,TU-FA001,flight_attendant,Position 3
TU1377,TU-P002,captain,Left Seat
TU1377,TU-FO003,first_officer,Right Seat
TU1377,TU-CC002,cabin_chief,Position 1
TU1377,TU-FA003,flight_attendant,Position 2
TU1377,TU-FA004,flight_attendant,Position 3
TU1377,TU-FA005,flight_attendant,Position 4
TU1378,TU-P003,captain,Left Seat
TU1378,TU-FO004,first_officer,Right Seat
TU1378,TU-CC003,cabin_chief,Position 1
TU1378,TU-FA007,flight_attendant,Position 2
TU1378,TU-FA008,flight_attendant,Position 3
TU1378,TU-FA009,flight_attendant,Position 4
TU1379,TU-P004,captain,Left Seat
TU1379,TU-FO005,first_officer,Right Seat
TU1379,TU-CC001,cabin_chief,Position 1
TU1379,TU-FA011,flight_attendant,Position 2
TU1379,TU-FA012,flight_attendant,Position 3
TU1380,TU-P001,captain,Left Seat
TU1380,TU-FO001,first_officer,Right Seat
TU1380,TU-CC002,cabin_chief,Position 1
TU1380,TU-FA001,flight_attendant,Position 2
TU1380,TU-FA002,flight_attendant,Position 3
TU1380,TU-FA003,flight_attendant,Position 4
TU1381,TU-P002,captain,Left Seat
TU1381,TU-FO002,first_officer,Right Seat
TU1381,TU-CC003,cabin_chief,Position 1
TU1381,TU-FA004,flight_attendant,Position 2
TU1381,TU-FA005,flight_attendant,Position 3
TU1381,TU-FA007,flight_attendant,Position 4
TU1382,TU-P003,captain,Left Seat
TU1382,TU-FO003,first_officer,Right Seat
TU1382,TU-CC001,cabin_chief,Position 1
TU1382,TU-FA008,flight_attendant,Position 2
TU1382,TU-FA009,flight_attendant,Position 3
TU1383,TU-P004,captain,Left Seat
TU1383,TU-FO004,first_officer,Right Seat
TU1383,TU-CC002,cabin_chief,Position 1
TU1383,TU-FA012,flight_attendant,Position 2
TU1383,TU-FA013,flight_attendant,Position 3
TU1383,TU-FA001,flight_attendant,Position 4
TU1384,TU-P001,captain,Left Seat
TU1384,TU-FO005,first_officer,Right Seat
TU1384,TU-CC003,cabin_chief,Position 1
TU1384,TU-FA002,flight_attendant,Position 2
TU1384,TU-FA003,flight_attendant,Position 3
TU1384,TU-FA004,flight_attendant,Position 4
TU1385,TU-P002,captain,Left Seat
TU1385,TU-FO001,first_officer,Right Seat
TU1385,TU-CC001,cabin_chief,Position 1
TU1385,TU-FA005,flight_attendant,Position 2
TU1385,TU-FA007,flight_attendant,Position 3
TU1386,TU-P003,captain,Left Seat
TU1386,TU-FO002,first_officer,Right Seat
TU1386,TU-CC002,cabin_chief,Position 1
TU1386,TU-FA009,flight_attendant,Position 2
TU1386,TU-FA011,flight_attendant,Position 3
TU1386,TU-FA012,flight_attendant,Position 4
TU1387,TU-P004,captain,Left Seat
TU1387,TU-FO003,first_officer,Right Seat
TU1387,TU-CC003,cabin_chief,Position 1
TU1387,TU-FA013,flight_attendant,Position 2
TU1387,TU-FA001,flight_attendant,Position 3
TU1387,TU-FA002,flight_attendant,Position 4
TU1388,TU-P001,captain,Left Seat
TU1388,TU-FO004,first_officer,Right Seat
TU1388,TU-CC001,cabin_chief,Position 1
TU1388,TU-FA003,flight_attendant,Position 2
TU1388,TU-FA004,flight_attendant,Position 3
TU1389,TU-P002,captain,Left Seat
TU1389,TU-FO005,first_officer,Right Seat
TU1389,TU-CC002,cabin_chief,Position 1
TU1389,TU-FA007,flight_attendant,Position 2
TU1389,TU-FA008,flight_attendant,Position 3
TU1389,TU-FA009,flight_attendant,Position 4
TU1390,TU-P003,captain,Left Seat
TU1390,TU-FO001,first_officer,Right Seat
TU1390,TU-CC003,cabin_chief,Position 1
TU1390,TU-FA011,flight_attendant,Position 2
TU1390,TU-FA012,flight_attendant,Position 3
TU1390,TU-FA013,flight_attendant,Position 4
TU1391,TU-P004,captain,Left Seat
TU1391,TU-FO002,first_officer,Right Seat
TU1391,TU-CC001,cabin_chief,Position 1
TU1391,TU-FA001,flight_attendant,Position 2
TU1391,TU-FA002,flight_attendant,Position 3
TU1392,TU-P001,captain,Left Seat
TU1392,TU-FO003,first_officer,Right Seat
TU1392,TU-CC002,cabin_chief,Position 1
TU1392,TU-FA004,flight_attendant,Position 2
TU1392,TU-FA005,flight_attendant,Position 3
TU1392,TU-FA007,flight_attendant,Position 4
TU1393,TU-P002,captain,Left Seat
TU1393,TU-FO004,first_officer,Right Seat
TU1393,TU-CC003,cabin_chief,Position 1
TU1393,TU-FA008,flight_attendant,Position 2
TU1393,TU-FA009,flight_attendant,Position 3
TU1393,TU-FA011,flight_attendant,Position 4
TU1394,TU-P003,captain,Left Seat
TU1394,TU-FO005,first_officer,Right Seat
TU1394,TU-CC001,cabin_chief,Position 1
TU1394,TU-FA012,flight_attendant,Position 2
TU1394,TU-FA013,flight_attendant,Position 3
TU1395,TU-P004,captain,Left Seat
TU1395,TU-FO001,first_officer,Right Seat
TU1395,TU-CC002,cabin_chief,Position 1
TU1395,TU-FA002,flight_attendant,Position 2
TU1395,TU-FA003,flight_attendant,Position 3
TU1395,TU-FA004,flight_attendant,Position 4
TU1396,TU-P001,captain,Left Seat
TU1396,TU-FO002,first_officer,Right Seat
TU1396,TU-CC003,cabin_chief,Position 1
TU1396,TU-FA005,flight_attendant,Position 2
TU1396,TU-FA007,flight_attendant,Position 3
TU1396,TU-FA008,flight_attendant,Position 4
TU1397,TU-P002,captain,Left Seat
TU1397,TU-FO003,first_officer,Right Seat
TU1397,TU-CC001,cabin_chief,Position 1
TU1397,TU-FA009,flight_attendant,Position 2
TU1397,TU-FA011,flight_attendant,Position 3
TU1398,TU-P003,captain,Left Seat
TU1398,TU-FO004,first_officer,Right Seat
TU1398,TU-CC002,cabin_chief,Position 1
TU1398,TU-FA013,flight_attendant,Position 2
TU1398,TU-FA001,flight_attendant,Position 3
TU1398,TU-FA002,flight_attendant,Position 4
TU1399,TU-P004,captain,Left Seat
TU1399,TU-FO005,first_officer,Right Seat
TU1399,TU-CC003,cabin_chief,Position 1
TU1399,TU-FA003,flight_attendant,Position 2
TU1399,TU-FA004,flight_attendant,Position 3
TU1399,TU-FA005,flight_attendant,Position 4
TU1400,TU-P001,captain,Left Seat
TU1400,TU-FO001,first_officer,Right Seat
TU1400,TU-CC001,cabin_chief,Position 1
TU1400,TU-FA007,flight_attendant,Position 2
TU1400,TU-FA008,flight_attendant,Position 3
TU1401,TU-P002,captain,Left Seat
TU1401,TU-FO002,first_officer,Right Seat
TU1401,TU-CC002,cabin_chief,Position 1
TU1401,TU-FA011,flight_attendant,Position 2
TU1401,TU-FA012,flight_attendant,Position 3
TU1401,TU-FA013,flight_attendant,Position 4
TU1402,TU-P003,captain,Left Seat
TU1402,TU-FO003,first_officer,Right Seat
TU1402,TU-CC003,cabin_chief,Position 1
TU1402,TU-FA001,flight_attendant,Position 2
TU1402,TU-FA002,flight_attendant,Position 3
TU1402,TU-FA003,flight_attendant,Position 4
TU1403,TU-P004,captain,Left Seat
TU1403,TU-FO004,first_officer,Right Seat
TU1403,TU-CC001,cabin_chief,Position 1
TU1403,TU-FA004,flight_attendant,Position 2
TU1403,TU-FA005,flight_attendant,Position 3
TU1404,TU-P001,captain,Left Seat
TU1404,TU-FO005,first_officer,Right Seat
TU1404,TU-CC002,cabin_chief,Position 1
TU1404,TU-FA008,flight_attendant,Position 2
TU1404,TU-FA009,flight_attendant,Position 3
TU1404,TU-FA011,flight_attendant,Position 4
TU1405,TU-P002,captain,Left Seat
TU1405,TU-FO001,first_officer,Right Seat
TU1405,TU-CC003,cabin_chief,Position 1
TU1405,TU-FA012,flight_attendant,Position 2
TU1405,TU-FA013,flight_attendant,Position 3
TU1405,TU-FA001,flight_attendant,Position 4
TU1406,TU-P003,captain,Left Seat
TU1406,TU-FO002,first_officer,Right Seat
TU1406,TU-CC001,cabin_chief,Position 1
TU1406,TU-FA002,flight_attendant,Position 2
TU1406,TU-FA003,flight_attendant,Position 3
TU1407,TU-P004,captain,Left Seat
TU1407,TU-FO003,first_officer,Right Seat
TU1407,TU-CC002,cabin_chief,Position 1
TU1407,TU-FA005,flight_attendant,Position 2
TU1407,TU-FA007,flight_attendant,Position 3
TU1407,TU-FA008,flight_attendant,Position 4
TU1408,TU-P001,captain,Left Seat
TU1408,TU-FO004,first_officer,Right Seat
TU1408,TU-CC003,cabin_chief,Position 1
TU1408,TU-FA009,flight_attendant,Position 2
TU1408,TU-FA011,flight_attendant,Position 3
TU1408,TU-FA012,flight_attendant,Position 4
TU1409,TU-P002,captain,Left Seat
TU1409,TU-FO005,first_officer,Right Seat
TU1409,TU-CC001,cabin_chief,Position 1
TU1409,TU-FA013,flight_attendant,Position 2
TU1409,TU-FA001,flight_attendant,Position 3
TU1410,TU-P003,captain,Left Seat
TU1410,TU-FO001,first_officer,Right Seat
TU1410,TU-CC002,cabin_chief,Position 1
TU1410,TU-FA003,flight_attendant,Position 2
TU1410,TU-FA004,flight_attendant,Position 3
TU1410,TU-FA005,flight_attendant,Position 4
TU1411,TU-P004,captain,Left Seat
TU1411,TU-FO002,first_officer,Right Seat
TU1411,TU-CC003,cabin_chief,Position 1
TU1411,TU-FA007,flight_attendant,Position 2
TU1411,TU-FA008,flight_attendant,Position 3
TU1411,TU-FA009,flight_attendant,Position 4
TU1412,TU-P001,captain,Left Seat
TU1412,TU-FO003,first_officer,Right Seat
TU1412,TU-CC001,cabin_chief,Position 1
TU1412,TU-FA011,flight_attendant,Position 2
TU1412,TU-FA012,flight_attendant,Position 3
TU1413,TU-P002,captain,Left Seat
TU1413,TU-FO004,first_officer,Right Seat
TU1413,TU-CC002,cabin_chief,Position 1
TU1413,TU-FA001,flight_attendant,Position 2
TU1413,TU-FA002,flight_attendant,Position 3
TU1413,TU-FA003,flight_attendant,Position 4
TU1414,TU-P003,captain,Left Seat
TU1414,TU-FO005,first_officer,Right Seat
TU1414,TU-CC003,cabin_chief,Position 1
TU1414,TU-FA004,flight_attendant,Position 2
TU1414,TU-FA005,flight_attendant,Position 3
TU1414,TU-FA007,flight_attendant,Position 4
TU1415,TU-P004,captain,Left Seat
TU1415,TU-FO001,first_officer,Right Seat
TU1415,TU-CC001,cabin_chief,Position 1
TU1415,TU-FA008,flight_attendant,Position 2
TU1415,TU-FA009,flight_attendant,Position 3
TU1416,TU-P001,captain,Left Seat
TU1416,TU-FO002,first_officer,Right Seat
TU1416,TU-CC002,cabin_chief,Position 1
TU1416,TU-FA012,flight_attendant,Position 2
TU1416,TU-FA013,flight_attendant,Position 3
TU1416,TU-FA001,flight_attendant,Position 4
TU1417,TU-P002,captain,Left Seat
TU1417,TU-FO003,first_officer,Right Seat
TU1417,TU-CC003,cabin_chief,Position 1
TU1417,TU-FA002,flight_attendant,Position 2
TU1417,TU-FA003,flight_attendant,Position 3
TU1417,TU-FA004,flight_attendant,Position 4
TU1418,TU-P003,captain,Left Seat
TU1418,TU-FO004,first_officer,Right Seat
TU1418,TU-CC001,cabin_chief,Position 1
TU1418,TU-FA005,flight_attendant,Position 2
TU1418,TU-FA007,flight_attendant,Position 3
TU1419,TU-P004,captain,Left Seat
TU1419,TU-FO005,first_officer,Right Seat
TU1419,TU-CC002,cabin_chief,Position 1
TU1419,TU-FA009,flight_attendant,Position 2
TU1419,TU-FA011,flight_attendant,Position 3
TU1419,TU-FA012,flight_attendant,Position 4
TU1420,TU-P001,captain,Left Seat
TU1420,TU-FO001,first_officer,Right Seat
TU1420,TU-CC003,cabin_chief,Position 1
TU1420,TU-FA013,flight_attendant,Position 2
TU1420,TU-FA001,flight_attendant,Position 3
TU1420,TU-FA002,flight_attendant,Position 4
TU1421,TU-P002,captain,Left Seat
TU1421,TU-FO002,first_officer,Right Seat
TU1421,TU-CC001,cabin_chief,Position 1
TU1421,TU-FA003,flight_attendant,Position 2
TU1421,TU-FA004,flight_attendant,Position 3
TU1422,TU-P003,captain,Left Seat
TU1422,TU-FO003,first_officer,Right Seat
TU1422,TU-CC002,cabin_chief,Position 1
TU1422,TU-FA007,flight_attendant,Position 2
TU1422,TU-FA008,flight_attendant,Position 3
TU1422,TU-FA009,flight_attendant,Position 4
TU1423,TU-P004,captain,Left Seat
TU1423,TU-FO004,first_officer,Right Seat
TU1423,TU-CC003,cabin_chief,Position 1
TU1423,TU-FA011,flight_attendant,Position 2
TU1423,TU-FA012,flight_attendant,Position 3
TU1423,TU-FA013,flight_attendant,Position 4
TU1424,TU-P001,captain,Left Seat
TU1424,TU-FO005,first_officer,Right Seat
TU1424,TU-CC001,cabin_chief,Position 1
TU1424,TU-FA001,flight_attendant,Position 2
TU1424,TU-FA002,flight_attendant,Position 3
TU1425,TU-P002,captain,Left Seat
TU1425,TU-FO001,first_officer,Right Seat
TU1425,TU-CC002,cabin_chief,Position 1
TU1425,TU-FA004,flight_attendant,Position 2
TU1425,TU-FA005,flight_attendant,Position 3
TU1425,TU-FA007,flight_attendant,Position 4
TU1426,TU-P003,captain,Left Seat
TU1426,TU-FO002,first_officer,Right Seat
TU1426,TU-CC003,cabin_chief,Position 1
TU1426,TU-FA008,flight_attendant,Position 2
TU1426,TU-FA009,flight_attendant,Position 3
TU1426,TU-FA011,flight_attendant,Position 4
TU1427,TU-P004,captain,Left Seat
TU1427,TU-FO003,first_officer,Right Seat
TU1427,TU-CC001,cabin_chief,Position 1
TU1427,TU-FA012,flight_attendant,Position 2
TU1427,TU-FA013,flight_attendant,Position 3
TU1428,TU-P001,captain,Left Seat
TU1428,TU-FO004,first_officer,Right Seat
TU1428,TU-CC002,cabin_chief,Position 1
TU1428,TU-FA002,flight_attendant,Position 2
TU1428,TU-FA003,flight_attendant,Position 3
TU1428,TU-FA004,flight_attendant,Position 4
TU1429,TU-P002,captain,Left Seat
TU1429,TU-FO005,first_officer,Right Seat
TU1429,TU-CC003,cabin_chief,Position 1
TU1429,TU-FA005,flight_attendant,Position 2
TU1429,TU-FA007,flight_attendant,Position 3
TU1429,TU-FA008,flight_attendant,Position 4
TU1430,TU-P003,captain,Left Seat
TU1430,TU-FO001,first_officer,Right Seat
TU1430,TU-CC001,cabin_chief,Position 1
TU1430,TU-FA009,flight_attendant,Position 2
TU1430,TU-FA011,flight_attendant,Position 3
TU1431,TU-P004,captain,Left Seat
TU1431,TU-FO002,first_officer,Right Seat
TU1431,TU-CC002,cabin_chief,Position 1
TU1431,TU-FA013,flight_attendant,Position 2
TU1431,TU-FA001,flight_attendant,Position 3
TU1431,TU-FA002,flight_attendant,Position 4
TU1432,TU-P001,captain,Left Seat
TU1432,TU-FO003,first_officer,Right Seat
TU1432,TU-CC003,cabin_chief,Position 1
TU1432,TU-FA003,flight_attendant,Position 2
TU1432,TU-FA004,flight_attendant,Position 3
TU1432,TU-FA005,flight_attendant,Position 4
TU1433,TU-P002,captain,Left Seat
TU1433,TU-FO004,first_officer,Right Seat
TU1433,TU-CC001,cabin_chief,Position 1
TU1433,TU-FA007,flight_attendant,Position 2
TU1433,TU-FA008,flight_attendant,Position 3
TU1434,TU-P003,captain,Left Seat
TU1434,TU-FO005,first_officer,Right Seat
TU1434,TU-CC002,cabin_chief,Position 1
TU1434,TU-FA011,flight_attendant,Position 2
TU1434,TU-FA012,flight_attendant,Position 3
TU1434,TU-FA013,flight_attendant,Position 4
TU1435,TU-P004,captain,Left Seat
TU1435,TU-FO001,first_officer,Right Seat
TU1435,TU-CC003,cabin_chief,Position 1
TU1435,TU-FA001,flight_attendant,Position 2
TU1435,TU-FA002,flight_attendant,Position 3
TU1435,TU-FA003,flight_attendant,Position 4
TU1436,TU-P001,captain,Left Seat
TU1436,TU-FO002,first_officer,Right Seat
TU1436,TU-CC001,cabin_chief,Position 1
TU1436,TU-FA004,flight_attendant,Position 2
TU1436,TU-FA005,flight_attendant,Position 3
TU1437,TU-P002,captain,Left Seat
TU1437,TU-FO003,first_officer,Right Seat
TU1437,TU-CC002,cabin_chief,Position 1
TU1437,TU-FA008,flight_attendant,Position 2
TU1437,TU-FA009,flight_attendant,Position 3
TU1437,TU-FA011,flight_attendant,Position 4
TU1438,TU-P003,captain,Left Seat
TU1438,TU-FO004,first_officer,Right Seat
TU1438,TU-CC003,cabin_chief,Position 1
TU1438,TU-FA012,flight_attendant,Position 2
TU1438,TU-FA013,flight_attendant,Position 3
TU1438,TU-FA001,flight_attendant,Position 4
TU1439,TU-P004,captain,Left Seat
TU1439,TU-FO005,first_officer,Right Seat
TU1439,TU-CC001,cabin_chief,Position 1
TU1439,TU-FA002,flight_attendant,Position 2
TU1439,TU-FA003,flight_attendant,Position 3
TU1440,TU-P001,captain,Left Seat
TU1440,TU-FO001,first_officer,Right Seat
TU1440,TU-CC002,cabin_chief,Position 1
TU1440,TU-FA005,flight_attendant,Position 2
TU1440,TU-FA007,flight_attendant,Position 3
TU1440,TU-FA008,flight_attendant,Position 4
TU1441,TU-P002,captain,Left Seat
TU1441,TU-FO002,first_officer,Right Seat
TU1441,TU-CC003,cabin_chief,Position 1
TU1441,TU-FA009,flight_attendant,Position 2
TU1441,TU-FA011,flight_attendant,Position 3
TU1441,TU-FA012,flight_attendant,Position 4
TU1442,TU-P003,captain,Left Seat
TU1442,TU-FO003,first_officer,Right Seat
TU1442,TU-CC001,cabin_chief,Position 1
TU1442,TU-FA013,flight_attendant,Position 2
TU1442,TU-FA001,flight_attendant,Position 3
TU1443,TU-P004,captain,Left Seat
TU1443,TU-FO004,first_officer,Right Seat
TU1443,TU-CC002,cabin_chief,Position 1
TU1443,TU-FA003,flight_attendant,Position 2
TU1443,TU-FA004,flight_attendant,Position 3
TU1443,TU-FA005,flight_attendant,Position 4
TU1444,TU-P001,captain,Left Seat
TU1444,TU-FO005,first_officer,Right Seat
TU1444,TU-CC003,cabin_chief,Position 1
TU1444,TU-FA007,flight_attendant,Position 2
TU1444,TU-FA008,flight_attendant,Position 3
TU1444,TU-FA009,flight_attendant,Position 4
TU1445,TU-P002,captain,Left Seat
TU1445,TU-FO001,first_officer,Right Seat
TU1445,TU-CC001,cabin_chief,Position 1
TU1445,TU-FA011,flight_attendant,Position 2
TU1445,TU-FA012,flight_attendant,Position 3
TU1446,TU-P003,captain,Left Seat
TU1446,TU-FO002,first_officer,Right Seat
TU1446,TU-CC002,cabin_chief,Position 1
TU1446,TU-FA001,flight_attendant,Position 2
TU1446,TU-FA002,flight_attendant,Position 3
TU1446,TU-FA003,flight_attendant,Position 4
TU1447,TU-P004,captain,Left Seat
TU1447,TU-FO003,first_officer,Right Seat
TU1447,TU-CC003,cabin_chief,Position 1
TU1447,TU-FA004,flight_attendant,Position 2
TU1447,TU-FA005,flight_attendant,Position 3
TU1447,TU-FA007,flight_attendant,Position 4
TU1448,TU-P001,captain,Left Seat
TU1448,TU-FO004,first_officer,Right Seat
TU1448,TU-CC001,cabin_chief,Position 1
TU1448,TU-FA008,flight_attendant,Position 2
TU1448,TU-FA009,flight_attendant,Position 3
TU1449,TU-P002,captain,Left Seat
TU1449,TU-FO005,first_officer,Right Seat
TU1449,TU-CC002,cabin_chief,Position 1
TU1449,TU-FA012,flight_attendant,Position 2
TU1449,TU-FA013,flight_attendant,Position 3
TU1449,TU-FA001,flight_attendant,Position 4
TU1450,TU-P003,captain,Left Seat
TU1450,TU-FO001,first_officer,Right Seat
TU1450,TU-CC003,cabin_chief,Position 1
TU1450,TU-FA002,flight_attendant,Position 2
TU1450,TU-FA003,flight_attendant,Position 3
TU1450,TU-FA004,flight_attendant,Position 4
TU1451,TU-P004,captain,Left Seat
TU1451,TU-FO002,first_officer,Right Seat
TU1451,TU-CC001,cabin_chief,Position 1
TU1451,TU-FA005,flight_attendant,Position 2
TU1451,TU-FA007,flight_attendant,Position 3
TU1452,TU-P001,captain,Left Seat
TU1452,TU-FO003,first_officer,Right Seat
